id,response_id,question_id,question_type,answer_data,answered_at,time_spent_seconds,created_at,updated_at
9f1652a9-0910-45dc-b58f-cffcd2baa20a,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,5ddbde96-2209-492b-ba5c-f3f2e58682a5,linear_scale,"{""value"": 2}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
1244bf76-3b93-4d65-8f5a-1fbf5d36590b,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,4fc55206-ca9e-4dc8-b7a3-fb7a44b36f3b,linear_scale,"{""value"": 5}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
1d83d1de-4102-44ac-940b-1b1aa3c9188c,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,772cf004-2752-4827-9557-f4e94aebf3bc,free_text,"{""text"": ""This was a bit tricky as the agribusiness first came up, and I wasn't sure why. I think maybe if the Master of Business course was the first search result, it would have been less confusing for me.""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
2d967dd3-ca2f-4075-b1f1-3ad4d3877d5f,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,b4f6b2aa-a351-464a-b0ec-3579fd33cf84,linear_scale,"{""value"": 5}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
b20798ff-aca0-413c-a603-ea9d81975266,e0a6c601-e418-4514-b9be-ea3b4d135443,007db0ac-0107-42b0-98f8-2a5d18aa66fc,multi_choice,"{""selected"": ""I could complete all tasks with ease""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
95741c42-0747-47f0-8c35-4179e9f09e03,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,a22b5134-726a-40a1-a3f2-19921b3e0b6a,multi_choice,"{""selected"": ""Prefer digital (with barriers)""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 13:18:56.746251+00:00
b5f85acb-758b-46c9-a052-3e6641ffae6b,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,d59e130e-ec20-45cc-93a6-cfa677ab5277,multi_choice,"{""selected"": ""Google search""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 13:19:15.543353+00:00
4b3c772b-9567-4088-a1b1-8fd48cf722cf,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,263a5214-d1dc-4c5b-adf6-c955f4dbe81e,free_text,"{""text"": ""The enrolment form was easy to put in my information, and I didn't have much trouble with it. I really loved that it was pre-filled in with my information it already knew, to save me time having to re-enter. I found overall the whole experience to be thoughtful and really appreciate the extra effort UQ has gone through to make sure they are more accessible for all students.""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
6e62dea1-0057-44f7-acab-6bdeba1bcb4d,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,ebb84aa5-d7be-4ae9-9424-6a6cc8960323,linear_scale,"{""value"": 4}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
9b4fce21-3d44-4d7a-9688-2620a80e0bd3,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,691291dc-43fa-4bc0-91e9-9204b50225e0,linear_scale,"{""value"": 4}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
3cac20ca-c27b-4ec9-9085-cc2d2ec3b7fd,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,92405d1e-227a-4f19-8820-578c55bc24cb,linear_scale,"{""value"": 4}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
d438f6a0-b6fe-4dbd-b382-22168f68f6f9,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,d905057f-ba29-466c-a587-35f312904f2b,checkbox,"{""selected"": [""Clear""]}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
1d86d16f-577a-4494-8aa3-c6042f624a20,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,d6338a09-d31f-4c63-ae41-57d724bb9356,free_text,"{""text"": ""clear, intuitive navigation. I would add less text-heavy terms and conditions or break up a bit more with images, etc. as it was an overwhelming wall of text.""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
f8df66e9-aca0-4137-be5d-7587ffd04462,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,8a3ccd77-c886-4c31-b930-6840a3ad89f0,multi_choice,"{""selected"": ""Met my expectations""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
1da4e384-cfa6-48d5-94c1-d8f7599b74dd,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,7717fc7b-96c2-491e-a480-e30ec72afd34,multi_choice,"{""selected"": ""Yes \u2013 the terminology was clear and easy to understand""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
a977fe6f-f260-4a8b-8c81-5f3512f68501,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,9d1ba8db-9715-418a-871e-8130895e3c0e,free_text,"{""text"": ""Less information on the page""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
d53aa5b9-690b-4d37-b11e-e684685ba88d,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,5b873210-a5a4-41de-81d8-5cbec5a78816,free_text,"{""text"": ""For me, the best part of the enrolment portal was how easy it was to look up details and the cost.""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
fb10d2d6-8ba6-4283-a25f-1c56020bdc15,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,b5c7e6a5-d8f3-43be-99d6-4bd3167702cc,free_text,"{""text"": ""When I submitted my application to enrol, it had a check mark like I was done, but then said \""submit application\"" and I hadn't actually submitted yet. For me this was the most frustrating part because I was very confused for next steps, or if it was a glitch.""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
11147fc9-21d4-47e2-848a-3d4516c8030e,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,6bd164f6-b7d5-436f-8094-14013edb2870,free_text,"{""text"": ""1 - the submit application issue I described above. This would be the most frustrating for me because it made me feel confused or like I had done something wrong, that I hadn't submitted my application properly. I expected to just have already submitted my application because the green check mark saying it was a success 2. the password issue. I had trouble typing in my password correctly, and couldn't figure out how I was misspelling it. if there was an eye icon or show password, I could see where I was making spelling mistakes and correct how i was putting in my password. 3. the terms and conditions before the application process was a wall of very intimidating text that gave me anxiety. I wish this was at the end and somehow broken up better, or with images or something to break it up and seem more friendly? It just get very overwhelming with info and gave me anxiety. :(""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
fba95e69-3639-426e-813d-e0d5d46ee6b0,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,7352e47d-a7d6-4b7c-8906-bbe93de96875,checkbox,"{""selected"": [""More visuals or infographics"", ""Clearer everyday terminology"", ""Improved search results""]}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
5834b393-de59-45b1-96d1-569d86a615a6,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,8735c77d-1313-4c17-97a7-a8016aab3194,free_text,"{""text"": ""Only have a green check mark if the application is submitted, have a show/hide password option for people to see what they are typing, and somehow break up the terms and conditions better or put at the end so I can just click through and already have put in my info and everything.""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
a58904c8-18d4-4b26-896a-66d6aba80f62,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,0c9b1a42-2180-4dea-a54c-aeca72abb341,free_text,"{""text"": ""Key questions I had were; what degrees do they offer? What courses would I study? How long would it take? How much are the fees? Is it easy to look up, or buried in downloadable info or calculators (so frustrating!) Also, where would it be located? Only in person, or online options available too? I am busy and work full time so need something that fits my schedule, especially because this is postgraduate work. Will the courses help me upskill in my current role? Or only in a new one?""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
f225a8d9-0331-4ec5-b5fc-573854b829ac,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,35e64dd5-d4b7-487d-8b15-912bc43bdf97,multi_choice,"{""selected"": ""Understanding the total cost""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
372a32f4-fdd6-42f2-82e3-3ca0c298e649,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,72dadf37-a8a0-4d3c-af11-88871e2ea778,checkbox,"{""selected"": [""Understanding entry requirements"", ""Knowing how to apply and what steps are involved"", ""Knowing what documents or evidence are required"", ""Understanding waiting periods or how long approval/ acceptance might take"", ""Finding clear contact details or someone to talk to for help"", ""Comparing different course options and what each includes"", ""Understanding the total cost"", ""Understanding payment options"", ""Exploring disability adjustment supports available across study programs"", ""Feeling confident the courses and programs are official and trustworthy"", ""Flexible study options available i.e remote verse in person Understanding employment statistics of past graduates for each program""]}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
59778692-26be-40c5-9b20-e77c04d4745c,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,8e8ca633-7638-422f-8118-ce5bd93af7da,free_text,"{""text"": ""I studied online previously and we had to turn on our cameras. As an autistic person, I hate being perceived and would have preferred to keep my camera off. I felt like the professor didn't trust that students with their cameras off weren't paying attention, but I actually paid less attention with it on.""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
a86b5244-2fe3-4adb-b3ca-b122bf8c976f,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,2bedaf50-5856-4ed1-aaa9-a819849a7277,free_text,"{""text"": ""I thought the information available was great! I love that I can see how much the course fees are, where it is located, and how long it will take. Those are things that I usually get frustrated with.""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
7725024c-9a9a-4d62-8836-24c43faadb09,a8ff527e-8ac3-4ae5-b14c-e32d822e2e94,283ce863-be25-4fc1-8805-92c97a4b2405,free_text,"{""text"": ""Yes, it was very intuitive and I loved the sections at the top highlighted in purple to show me that I was in a different section. The only thing I would say that could be improved is maybe an icon of an eye to show the password as I am entering in, as I often forget what I have typed or cannot see and then had multiple login fails. And also a link to update password (although I know this was a testing site)""}",2026-02-18 13:05:13+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
5fe4ce17-b967-43ec-b061-f3b81ad7314c,e0a6c601-e418-4514-b9be-ea3b4d135443,f8651e54-9484-4723-adff-7f8bbb5b8af7,checkbox,"{""selected"": [""Not applicable""]}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
0660a00a-4333-48f5-88f5-825d2f2d70a9,e0a6c601-e418-4514-b9be-ea3b4d135443,e610dc72-86cb-4f69-b5ab-603c2321e1d7,checkbox,"{""selected"": [""not applicable""]}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
3f300377-36ce-44b7-a933-0583b52f2fe9,e0a6c601-e418-4514-b9be-ea3b4d135443,0f0e253e-b973-4815-860d-a50bebf5a7b4,checkbox,"{""selected"": [""Mac laptop/ desktop""]}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
734e77cc-f7e0-46db-a33a-35b2f1d32904,e0a6c601-e418-4514-b9be-ea3b4d135443,459d6801-0f14-4a1c-9c5d-0699e7d60c17,checkbox,"{""selected"": [""Chrome""]}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
6f9e1c68-eb9d-4689-8f57-cdc41d8b57b7,e0a6c601-e418-4514-b9be-ea3b4d135443,7641ba4b-0135-4a86-acb8-be42459c0d8e,multi_choice,"{""selected"": ""Advanced""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
d7eb662f-723b-4318-bd68-62c9afa7f0ac,e0a6c601-e418-4514-b9be-ea3b4d135443,0808b8bc-b3a9-489a-bd8e-4a143ec0567f,linear_scale,"{""value"": 4}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
65a0d62b-e8d2-48af-b0ef-629ecd8b365d,e0a6c601-e418-4514-b9be-ea3b4d135443,d59e130e-ec20-45cc-93a6-cfa677ab5277,multi_choice,"{""selected"": ""Google search""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 13:19:15.543353+00:00
d240b638-45bc-4d3d-8531-ac6bdb1d32f3,e0a6c601-e418-4514-b9be-ea3b4d135443,3e6f1deb-c1d7-4980-90aa-2d3aaf6522dd,linear_scale,"{""value"": 4}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
b55e0f1c-b0c1-477d-833c-ac0dfbfcb639,e0a6c601-e418-4514-b9be-ea3b4d135443,a0109a3f-e8a7-4ddd-b146-73bd342a4b08,multi_choice,"{""selected"": ""Very confident \u2013 I could easily find what I needed to""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
069c2c6c-8844-424e-b2a6-32ae8bd3ab58,e0a6c601-e418-4514-b9be-ea3b4d135443,6c0f292d-b924-4db4-a6c2-75c4b09758a7,multi_choice,"{""selected"": ""I could access and understand all the information I needed to make a decision""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
4c9bcdaa-7f19-4873-a3c9-ddee96800dcf,e0a6c601-e418-4514-b9be-ea3b4d135443,5ddbde96-2209-492b-ba5c-f3f2e58682a5,linear_scale,"{""value"": 4}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
9cdc2372-69bc-4335-ab0c-9787fce0ffcf,e0a6c601-e418-4514-b9be-ea3b4d135443,4fc55206-ca9e-4dc8-b7a3-fb7a44b36f3b,linear_scale,"{""value"": 4}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
8813b10c-1f57-45e1-9e35-64a0fcbbc1b5,e0a6c601-e418-4514-b9be-ea3b4d135443,772cf004-2752-4827-9557-f4e94aebf3bc,free_text,"{""text"": ""Finding the course in the portal was straightforward. The search and filters got me to the Master of Business quickly, and it was clear what I was selecting (including that MBA sits separately). I didn\u2019t feel stuck or confused at that step. I used the search and filters organically, I hope it is noted I did not use the tab functions because I am a big user of the search functions.""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
03d0662c-1451-46c9-b72e-1015783c4941,e0a6c601-e418-4514-b9be-ea3b4d135443,b4f6b2aa-a351-464a-b0ec-3579fd33cf84,linear_scale,"{""value"": 4}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
117f96a1-aeb4-40f0-aeb5-b4a887fdfe02,e0a6c601-e418-4514-b9be-ea3b4d135443,263a5214-d1dc-4c5b-adf6-c955f4dbe81e,free_text,"{""text"": ""Overall the form flow was solid \u2014 it\u2019s structured properly and it mostly lets you move fast without thinking too hard. I could immediately see the main sections/tabs (personal info, program details, previous study), so I knew what the \u201cjourney\u201d looked like before I started. \n\nWhat worked well:\n - Speed + efficiency: autofill helped, and I naturally went straight for mandatory fields and kept moving. That\u2019s a good sign \u2014 the form supports the way real people complete applications (quick scan, fill, advance). \n - It didn\u2019t feel cluttered: the steps were clear enough that I wasn\u2019t guessing where to go next. \n\nWhere it fell down (and why it matters):\n - Work experience / entry requirements created friction and anxiety. I hit the work experience part and immediately thought: \u201cI need to check the actual entry requirements right now so I know what evidence to upload and how to present myself.\u201d I didn\u2019t want to hunt around in a different tab or risk losing my place \u2014 I wanted a simple in-form link that says \u201cCheck requirements for program code #### here\u201d and takes me to the exact requirement list. Without that, I got a bit nervous and it interrupts momentum. This is important because applicants are trying to be competitive \u2014 they want the \u201cright\u201d proof ready to go, not guesswork. \n - The \u201csaved\u201d status wasn\u2019t obvious enough. I only properly noticed the saved message late in the process. That should be much more prominent \u2014 ideally centred or persistent \u2014 with wording like \u201cSaved \u2014 you can come back anytime.\u201d People need that reassurance or they\u2019ll abandon the form. \n - Indigenous identification wasn\u2019t handled well enough. Two issues here:\n1. it needs a clear \u201cprefer not to say\u201d option for self-identification data, and it should be more front-end in the journey (registration or early in the application), including the ability to de-identify. \n2. it needs a plain-English \u201cwhy we ask\u201d that links to support \u2014 e.g., \u201cWe ask because UQ has services available; would you like the Aboriginal unit to contact you?\u201d Without that, it risks feeling like you\u2019re just being counted for reporting/funding. \n - Clickable info links felt risky. When a form says \u201ccheck your program details\u201d I hesitated because I didn\u2019t want it to break the flow or kick me out of the form. Those links should open clearly in a new tab with a \u201creturn to application\u201d breadcrumb so users don\u2019t fear losing progress. \n - Submission reassurance: at the end, I was looking for a clear confirmation (ideally email confirmation) so I know it\u2019s actually lodged.""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
0d7d1b32-f40e-4381-a333-3bcfe1b619aa,e0a6c601-e418-4514-b9be-ea3b4d135443,ebb84aa5-d7be-4ae9-9424-6a6cc8960323,linear_scale,"{""value"": 3}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
05dea361-398d-4308-9bdc-5e2a8ee8e9bb,e0a6c601-e418-4514-b9be-ea3b4d135443,691291dc-43fa-4bc0-91e9-9204b50225e0,linear_scale,"{""value"": 4}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
15b49408-b327-4f43-b474-f84620d7ba65,e0a6c601-e418-4514-b9be-ea3b4d135443,92405d1e-227a-4f19-8820-578c55bc24cb,linear_scale,"{""value"": 4}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
9a806992-14a2-4c89-b32d-5c053ec56143,e0a6c601-e418-4514-b9be-ea3b4d135443,d905057f-ba29-466c-a587-35f312904f2b,checkbox,"{""selected"": [""Clear""]}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
8b5ed923-bc57-4cac-819a-5f4768c6ebe9,e0a6c601-e418-4514-b9be-ea3b4d135443,d6338a09-d31f-4c63-ae41-57d724bb9356,free_text,"{""text"": ""Positives: it looks modern, clean and credible. The layout is easy to scan, the imagery felt genuinely diverse, and key actions like contact us, how to apply and get ready are visible without me digging. The site search also worked well and got me where I needed to go quickly. \n\nNegatives: the Aboriginal support offer isn\u2019t front-and-centre in the student journey. I could see the Acknowledgement and reconciliation content, but as a prospective student I want a clearer, more obvious pathway to Aboriginal unit supports (and why/when you\u2019d use them), not something you have to hunt for.""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
7d110617-18f2-459a-a868-4a85a09a073b,e0a6c601-e418-4514-b9be-ea3b4d135443,8a3ccd77-c886-4c31-b930-6840a3ad89f0,multi_choice,"{""selected"": ""Met my expectations""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
28dac936-e568-4d9c-8d82-32cc7898754f,e0a6c601-e418-4514-b9be-ea3b4d135443,7717fc7b-96c2-491e-a480-e30ec72afd34,multi_choice,"{""selected"": ""Yes \u2013 the terminology was clear and easy to understand""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
45c18417-7e5a-44e9-bc33-6b88cffceb8b,e0a6c601-e418-4514-b9be-ea3b4d135443,9d1ba8db-9715-418a-871e-8130895e3c0e,free_text,"{""text"": ""Short videos or animations""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
55ccc0f6-12a8-433b-ac74-902691349f1e,e0a6c601-e418-4514-b9be-ea3b4d135443,5b873210-a5a4-41de-81d8-5cbec5a78816,free_text,"{""text"": ""The best thing was that the portal behaved the way you\u2019d expect a serious enrolment system to behave, it let me move through the process quickly, without getting lost, and it had a few \u201cguardrails\u201d that stop dumb mistakes.\n\nWhat stood out most:\n - It was easy to get back to the application and keep moving. I could return to the application form without hunting around, which matters because people bounce in and out (double-checking details, uploading docs, etc.). \n - The document upload experience was genuinely smooth. Drag-and-drop worked straight away, and it didn\u2019t feel fragile or fiddly. \n - Good safeguards: when I tried uploading the same document again, it flagged it \u2014 that\u2019s exactly the kind of simple protection users need. \n - Clear enough progress cues: I could see it was saving, and I wasn\u2019t left guessing whether I\u2019d lost my work (even though that \u201csaved\u201d message could be more prominent). \n - Account/security settings were easy to find and made sense. MFA sat where I\u2019d expect (My Account), and the best part was having the option to receive verification by email, which I prefer because authenticator apps = \u201cpanic stations\u201d when you change devices. \n\nNet: the portal flow is practical, it supports fast completion, gives you sensible controls, and doesn\u2019t punish you for doing normal user behaviour like going back a step or re-uploading something.""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
5decac94-bcab-43b7-a33c-7056636b935c,e0a6c601-e418-4514-b9be-ea3b4d135443,2bedaf50-5856-4ed1-aaa9-a819849a7277,free_text,"{""text"": ""Overall it was helpful and informative. Once I used the site search fuction (I am a big search function user), I could get to the right course quickly and the page was laid out in a way that made it easy to scan for what matters (apply/contact/next steps). \n\nWhat was missing for me was clearer visibility of Aboriginal student supports within the course journey (not just present somewhere on the site, but obvious and connected to applying/studying).""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
1dd36581-4e16-45a5-a60e-bdda27059627,e0a6c601-e418-4514-b9be-ea3b4d135443,283ce863-be25-4fc1-8805-92c97a4b2405,free_text,"{""text"": ""Navigation in the enrolment portal was mostly easy and intuitive. The structure with tabs/sections made sense, and I could move through the key areas (profile, program search, form steps, uploads) without getting lost. \n\nWhere it became less intuitive was support pathways and a couple of \u201chidden\u201d elements: the feedback/reporting option wasn\u2019t obvious until I found the bottom-right widget, and the document upload area was confusing because files aren\u2019t actually visible to UQ unless they\u2019re attached to the application.""}",2026-02-18 23:46:10+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
6c8857c4-be23-4403-b76e-3daff9fca232,82259d78-5eec-4b94-8cc3-edff06f6d839,f8651e54-9484-4723-adff-7f8bbb5b8af7,checkbox,"{""selected"": [""Screen reader""]}",2026-02-19 17:49:37+00:00,,2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
