id,survey_id,section_id,task_id,component_id,is_customized,is_template,is_locked,is_mandatory,is_active,question_key,question_name,category,question_text,question_type,question_order,help_text,metadata,created_at,updated_at
4fc55206-ca9e-4dc8-b7a3-fb7a44b36f3b,71a30d97-675d-4584-b1db-92a7c19f265e,af3cc56c-2044-40ec-83ee-3639f760860f,,b5275571-5d89-4484-bbf0-44b8ef8894c8,False,False,False,True,True,feature_usability,,,How would you rate the usability of Program Search?,linear_scale,2,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
8735c77d-1313-4c17-97a7-a8016aab3194,71a30d97-675d-4584-b1db-92a7c19f265e,15a68333-40f0-4ebd-968c-6cc273adf5fc,,,False,False,False,False,True,redesign_suggestions,,,"If you could redesign or add anything to make this product truly excellent, what would you suggest?",free_text,2,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
d6338a09-d31f-4c63-ae41-57d724bb9356,71a30d97-675d-4584-b1db-92a7c19f265e,b5e0a5cf-9089-4a58-a4ad-361e3d5cde3c,,,False,False,False,True,True,first_impressions,,,What were your first impressions when you began using this product? Please include both positive and negative aspects.,free_text,2,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
e610dc72-86cb-4f69-b5ab-603c2321e1d7,71a30d97-675d-4584-b1db-92a7c19f265e,85443598-d9a6-4eb8-bf74-0093c383df20,,,False,False,False,True,True,preferred_assistive_tech,,,Which specific assistive technology tools or software did you use?,checkbox,2,,"{""options"": [""Built in magnification"", ""Dark reader plugin"", ""ZoomText"", ""VoiceOver"", ""JAWS"", ""NVDA"", ""Narrator"", ""Dolphin SuperNova"", ""ChromeVox"", ""Window-Eyes"", ""Be My Eyes"", ""High contrast mode"", ""Magnifying glass"", ""Tools that highlight text as it's read"", ""Large mouse pointer"", ""Refreshable braille"", ""Not applicable""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
0f0e253e-b973-4815-860d-a50bebf5a7b4,71a30d97-675d-4584-b1db-92a7c19f265e,85443598-d9a6-4eb8-bf74-0093c383df20,,,False,False,False,True,True,device_used,,,What device(s) did you use during this testing session? (Select all that apply),checkbox,3,,"{""options"": [""iPhone"", ""iPad"", ""Android phone"", ""Other tablet"", ""Mac laptop/desktop"", ""Windows desktop/laptop""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
3e6f1deb-c1d7-4980-90aa-2d3aaf6522dd,71a30d97-675d-4584-b1db-92a7c19f265e,54097c25-5ee9-44cb-b66a-96073550f4b5,,,False,False,False,True,True,overall_usability,,,How would you rate the overall usability and ease of use of this experience?,linear_scale,3,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
72dadf37-a8a0-4d3c-af11-88871e2ea778,71a30d97-675d-4584-b1db-92a7c19f265e,d52b3b18-504f-406a-a734-b2d790b4873a,,,False,False,False,True,True,all_important_factors,,,"Now, select all the options below that would be important to you when choosing a [product/service]. (Select all that apply)",checkbox,3,,"{""options"": [""Finding the best value or most affordable option"", ""Understanding options and features clearly"", ""[Industry-specific option, e.g., 'Sustainability or environmental impact']"", ""Good customer service and support"", ""Ease of signing up or getting started"", ""Accessibility of the website or app"", ""Trust and reputation of the [provider/company]"", ""Ability to [bundle/combine services, e.g., 'bundle services', 'integrate with other tools']"", ""Clear information about [fees/pricing/terms, e.g., 'pricing', 'contract terms', 'fees']"", ""Recommendations or reviews from others""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
772cf004-2752-4827-9557-f4e94aebf3bc,71a30d97-675d-4584-b1db-92a7c19f265e,af3cc56c-2044-40ec-83ee-3639f760860f,,b5275571-5d89-4484-bbf0-44b8ef8894c8,False,False,False,False,True,feature_improvements,,,What improvements would you suggest for Program Search?,free_text,3,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
8a3ccd77-c886-4c31-b930-6840a3ad89f0,71a30d97-675d-4584-b1db-92a7c19f265e,b5e0a5cf-9089-4a58-a4ad-361e3d5cde3c,,,False,False,False,True,True,met_expectations,,,How well did this product meet your expectations?,multi_choice,3,,"{""options"": [""Exceeded my expectations \u2013 it was smoother and easier than I expected"", ""Met my expectations"", ""Partly met my expectations \u2013 some areas worked well, but others were confusing or difficult"", ""Did not meet my expectations \u2013 I experienced several issues that I didn't expect"", ""Fell well below my expectations"", ""I'm not sure or my experience was mixed""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
ac05c091-43a3-4fa2-a18e-033d5a413346,71a30d97-675d-4584-b1db-92a7c19f265e,15a68333-40f0-4ebd-968c-6cc273adf5fc,,,False,False,False,False,True,form_challenges,,,"Describe any forms, input fields, or data entry processes that were challenging to use or understand. Please include as much detail as possible.",free_text,3,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
c61575f4-44b2-4687-ba47-90ddf12c345b,71a30d97-675d-4584-b1db-92a7c19f265e,913264a2-6435-4338-815b-22337df20bbc,,,False,False,False,False,True,feature_feedback_3,,,"Describe your experience using [Feature Name 3]. Was it easy to use, and how could it be improved?",free_text,3,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
459d6801-0f14-4a1c-9c5d-0699e7d60c17,71a30d97-675d-4584-b1db-92a7c19f265e,85443598-d9a6-4eb8-bf74-0093c383df20,,,False,False,False,True,True,browser_used,,,Which browser(s) did you use during this testing session? (Select all that apply),checkbox,4,,"{""options"": [""Chrome"", ""Microsoft Edge"", ""Safari"", ""Firefox"", ""Internet Explorer"", ""Other""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
7717fc7b-96c2-491e-a480-e30ec72afd34,71a30d97-675d-4584-b1db-92a7c19f265e,b5e0a5cf-9089-4a58-a4ad-361e3d5cde3c,,,False,False,False,True,True,content_understanding,,,How well did you understand the terminology and labels used throughout the product?,multi_choice,4,,"{""options"": [""Yes \u2013 the terminology was clear and easy to understand"", ""Yes \u2013 but I still needed to read additional explanations"", ""Somewhat \u2013 I had to re-read some parts"", ""No \u2013 I had to re-read many times to figure it out"", ""No \u2013 I still don't understand some of the terminology"", ""I relied on someone else to explain it to me"", ""I ignored the labels and just explored the features"", ""Other (please specify)""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
8e8ca633-7638-422f-8118-ce5bd93af7da,71a30d97-675d-4584-b1db-92a7c19f265e,d52b3b18-504f-406a-a734-b2d790b4873a,,,False,False,False,False,True,previous_frustrations,,,"Have you previously experienced any frustrations with a [similar product/service/provider]? If so, please describe what happened and how this experience compared.",free_text,4,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
a0109a3f-e8a7-4ddd-b146-73bd342a4b08,71a30d97-675d-4584-b1db-92a7c19f265e,54097c25-5ee9-44cb-b66a-96073550f4b5,,,False,False,False,True,True,independence_confidence,,,"Based on your experience, how confident are you that you could use this product independently to [accomplish goal, e.g., 'complete a purchase', 'find information', 'manage your account']?",multi_choice,4,,"{""options"": [""Very confident \u2013 I could easily accomplish what I needed"", ""Somewhat confident \u2013 I could manage but might need support or more time"", ""Not very confident \u2013 I'd struggle to use this product effectively"", ""Not at all confident \u2013 I couldn't access essential features or information"", ""Unsure \u2013 I didn't explore enough to judge""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
b3b7e946-9750-46a2-84e7-93e3e1d32c5e,71a30d97-675d-4584-b1db-92a7c19f265e,913264a2-6435-4338-815b-22337df20bbc,,,False,False,False,False,True,attention_grabber,,,What information immediately grabbed your attention on the UQ Website?,free_text,4,,{},2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
b4f6b2aa-a351-464a-b0ec-3579fd33cf84,71a30d97-675d-4584-b1db-92a7c19f265e,af3cc56c-2044-40ec-83ee-3639f760860f,,62b64206-6429-4b05-90e8-ac7e249b39ac,False,False,False,True,True,feature_usability,,,How would you rate the usability of Enrolment Form?,linear_scale,4,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
263a5214-d1dc-4c5b-adf6-c955f4dbe81e,71a30d97-675d-4584-b1db-92a7c19f265e,af3cc56c-2044-40ec-83ee-3639f760860f,,62b64206-6429-4b05-90e8-ac7e249b39ac,False,False,False,False,True,feature_improvements,,,What improvements would you suggest for Enrolment Form?,free_text,5,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
6c0f292d-b924-4db4-a6c2-75c4b09758a7,71a30d97-675d-4584-b1db-92a7c19f265e,54097c25-5ee9-44cb-b66a-96073550f4b5,,,False,False,False,True,True,navigation_experience,,,How well were you able to navigate and access the information you needed?,multi_choice,5,,"{""options"": [""I could access and understand all the information I needed"", ""I could access and understand the information I needed but the product felt uncomfortable or challenging to use"", ""I could access some information but was unable to reach essential content needed to complete my goals"", ""I was unable to use or navigate the product at all due to accessibility or technical barriers""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
7641ba4b-0135-4a86-acb8-be42459c0d8e,71a30d97-675d-4584-b1db-92a7c19f265e,85443598-d9a6-4eb8-bf74-0093c383df20,,,False,False,False,True,True,digital_proficiency,,,How would you describe your comfort level with digital products and online services?,multi_choice,5,,"{""options"": [""Advanced"", ""Intermediate"", ""Beginner""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
892ec811-6143-4492-907f-2828c26f06a7,71a30d97-675d-4584-b1db-92a7c19f265e,913264a2-6435-4338-815b-22337df20bbc,,,False,False,False,False,True,experience_comparison,,,"Reflecting on the UQ Enrolment Portal, how did your experience compare with other services you use regularly?",free_text,5,,{},2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
96d0d6b4-0b58-45b8-940c-238ba285526b,71a30d97-675d-4584-b1db-92a7c19f265e,d52b3b18-504f-406a-a734-b2d790b4873a,,,False,False,False,False,True,bundled_services,,,"[Context-specific scenario, e.g., 'If you were managing multiple related services', 'If you needed to coordinate different tools'], how helpful would it be to manage [related services/features, e.g., 'utilities', 'subscriptions', 'integrations'] through one [provider/platform]? Please share how likely you'd be to do this and why.",free_text,5,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
9d1ba8db-9715-418a-871e-8130895e3c0e,71a30d97-675d-4584-b1db-92a7c19f265e,b5e0a5cf-9089-4a58-a4ad-361e3d5cde3c,,,False,False,False,True,True,easier_to_understand,,,What would make content on the UQ Enrolment Portal easier for you to understand?,free_text,5,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
0598ec30-c1f3-43c3-b2ed-ea9dc653fd96,71a30d97-675d-4584-b1db-92a7c19f265e,913264a2-6435-4338-815b-22337df20bbc,,,False,False,False,False,True,best_study_experience,,,What's the best study experience you've had and why?,free_text,6,,{},2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
5b873210-a5a4-41de-81d8-5cbec5a78816,71a30d97-675d-4584-b1db-92a7c19f265e,b5e0a5cf-9089-4a58-a4ad-361e3d5cde3c,,,False,False,False,True,True,best_thing,,,What was the best thing about your experience with this product?,free_text,6,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
d59e130e-ec20-45cc-93a6-cfa677ab5277,71a30d97-675d-4584-b1db-92a7c19f265e,85443598-d9a6-4eb8-bf74-0093c383df20,,,False,False,False,True,True,search_method,,,How did you begin your initial search for a [product/service]? (Select the option that best describes your approach),multi_choice,6,,"{""options"": [""Used Google search"", ""Used Bing search"", ""Used Safari search"", ""Used DuckDuckGo or another privacy-focused browser"", ""Went directly to a [provider's/company's] website"", ""Searched for my existing [provider/service]"", ""Used a comparison website (e.g., [comparison site examples])"", ""Used ChatGPT or another AI tool to look up options"", ""Asked friends or family for recommendations"", ""Looked on social media or community forums"", ""Used a [relevant authority/government] website"", ""Followed a link from an advert"", ""Used voice search or a smart assistant (e.g., Siri, Alexa, Google Assistant)""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
ebb84aa5-d7be-4ae9-9424-6a6cc8960323,71a30d97-675d-4584-b1db-92a7c19f265e,af3cc56c-2044-40ec-83ee-3639f760860f,,1406f88d-2b05-4161-a089-8d55234bf4e0,False,False,False,True,True,feature_usability,,,How would you rate the usability of Document Upload?,linear_scale,6,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
33eae1cc-6509-45e2-92ba-2054a1fc9dcc,71a30d97-675d-4584-b1db-92a7c19f265e,913264a2-6435-4338-815b-22337df20bbc,,,False,False,False,False,True,website_comparison,,,How did the UQ website (not the portal) compare with other websites you have used?,free_text,7,,{},2026-04-14 03:03:21.904779+00:00,2026-04-14 03:03:21.904779+00:00
691291dc-43fa-4bc0-91e9-9204b50225e0,71a30d97-675d-4584-b1db-92a7c19f265e,af3cc56c-2044-40ec-83ee-3639f760860f,,492c12e2-c880-4700-85ac-9dcd750bde1d,False,False,False,True,True,feature_usability,,,How would you rate the usability of PDF Document?,linear_scale,7,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
a22b5134-726a-40a1-a3f2-19921b3e0b6a,71a30d97-675d-4584-b1db-92a7c19f265e,85443598-d9a6-4eb8-bf74-0093c383df20,,,False,False,False,True,True,service_preference,,,"How do you usually prefer to find and manage information about [products/services] (such as [examples: plans, accounts, support])? (Select the option that best describes you)",multi_choice,7,,"{""options"": [""I prefer doing everything online \u2014 I'm confident navigating digital services"", ""I prefer online services but often get blocked or frustrated by poor accessibility or design"", ""I prefer speaking with someone over the phone"", ""I prefer visiting a [branch/store/service centre] in person"", ""I rely on support from family, friends, or a carer to help me""]}",2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
b5c7e6a5-d8f3-43be-99d6-4bd3167702cc,71a30d97-675d-4584-b1db-92a7c19f265e,b5e0a5cf-9089-4a58-a4ad-361e3d5cde3c,,,False,False,False,True,True,most_difficult,,,What was the most difficult or frustrating part of this experience? Please be as specific as possible.,free_text,7,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
6bd164f6-b7d5-436f-8094-14013edb2870,71a30d97-675d-4584-b1db-92a7c19f265e,b5e0a5cf-9089-4a58-a4ad-361e3d5cde3c,,,False,False,False,True,True,issues_experienced,,,"Please describe three issues you experienced with the UQ enrolment portal. These could relate to confusing content, difficulty finding information, accessibility barriers, or anything that interrupted your experience.",free_text,8,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
92405d1e-227a-4f19-8820-578c55bc24cb,71a30d97-675d-4584-b1db-92a7c19f265e,af3cc56c-2044-40ec-83ee-3639f760860f,,f8d82158-fac3-491d-ab24-a1946138e3cb,False,False,False,True,True,feature_usability,,,How would you rate the usability of Security Settings?,linear_scale,8,,{},2026-04-14 03:01:18.443811+00:00,2026-04-14 03:01:18.443811+00:00
